date,state,district,type,beds
2016-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2017-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2018-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2019-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2020-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2021-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2022-01-01,Negeri Sembilan,Jempol,special_medical_institution,0
2015-01-01,Negeri Sembilan,Kuala Pilah,all,314
2016-01-01,Negeri Sembilan,Kuala Pilah,all,314
2017-01-01,Negeri Sembilan,Kuala Pilah,all,314
2018-01-01,Negeri Sembilan,Kuala Pilah,all,314
2019-01-01,Negeri Sembilan,Kuala Pilah,all,314
2020-01-01,Negeri Sembilan,Kuala Pilah,all,314
2021-01-01,Negeri Sembilan,Kuala Pilah,all,314
2022-01-01,Negeri Sembilan,Kuala Pilah,all,314
2015-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2016-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2017-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2018-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2019-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2020-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2021-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2022-01-01,Negeri Sembilan,Kuala Pilah,hospital_moh,314
2015-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2016-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2017-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2018-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2019-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2020-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2021-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2022-01-01,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
2015-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2016-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2017-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2018-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2019-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2020-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2021-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2022-01-01,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
2015-01-01,Negeri Sembilan,Port Dickson,all,113
2016-01-01,Negeri Sembilan,Port Dickson,all,113
2017-01-01,Negeri Sembilan,Port Dickson,all,113
2018-01-01,Negeri Sembilan,Port Dickson,all,113
2019-01-01,Negeri Sembilan,Port Dickson,all,116
2020-01-01,Negeri Sembilan,Port Dickson,all,116
2021-01-01,Negeri Sembilan,Port Dickson,all,116
2022-01-01,Negeri Sembilan,Port Dickson,all,116
2015-01-01,Negeri Sembilan,Port Dickson,hospital_moh,113
2016-01-01,Negeri Sembilan,Port Dickson,hospital_moh,113
2017-01-01,Negeri Sembilan,Port Dickson,hospital_moh,113
2018-01-01,Negeri Sembilan,Port Dickson,hospital_moh,113
2019-01-01,Negeri Sembilan,Port Dickson,hospital_moh,116
2020-01-01,Negeri Sembilan,Port Dickson,hospital_moh,116
2021-01-01,Negeri Sembilan,Port Dickson,hospital_moh,116
2022-01-01,Negeri Sembilan,Port Dickson,hospital_moh,116
2015-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2016-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2017-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2018-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2019-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2020-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2021-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2022-01-01,Negeri Sembilan,Port Dickson,hospital_non_moh,0
2015-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2016-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2017-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2018-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2019-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2020-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2021-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2022-01-01,Negeri Sembilan,Port Dickson,special_medical_institution,0
2015-01-01,Negeri Sembilan,Rembau,all,0
2016-01-01,Negeri Sembilan,Rembau,all,0
2017-01-01,Negeri Sembilan,Rembau,all,0
2018-01-01,Negeri Sembilan,Rembau,all,0
2019-01-01,Negeri Sembilan,Rembau,all,0
2020-01-01,Negeri Sembilan,Rembau,all,76
2021-01-01,Negeri Sembilan,Rembau,all,76
2022-01-01,Negeri Sembilan,Rembau,all,76
2015-01-01,Negeri Sembilan,Rembau,hospital_moh,0
2016-01-01,Negeri Sembilan,Rembau,hospital_moh,0
2017-01-01,Negeri Sembilan,Rembau,hospital_moh,0
2018-01-01,Negeri Sembilan,Rembau,hospital_moh,0
2019-01-01,Negeri Sembilan,Rembau,hospital_moh,0
2020-01-01,Negeri Sembilan,Rembau,hospital_moh,76
2021-01-01,Negeri Sembilan,Rembau,hospital_moh,76
2022-01-01,Negeri Sembilan,Rembau,hospital_moh,76
2015-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2016-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2017-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2018-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2019-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2020-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2021-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2022-01-01,Negeri Sembilan,Rembau,hospital_non_moh,0
2015-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2016-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2017-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2018-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2019-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2020-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2021-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2022-01-01,Negeri Sembilan,Rembau,special_medical_institution,0
2015-01-01,Negeri Sembilan,Seremban,all,1070
2016-01-01,Negeri Sembilan,Seremban,all,1070
2017-01-01,Negeri Sembilan,Seremban,all,1075
2018-01-01,Negeri Sembilan,Seremban,all,1070
2019-01-01,Negeri Sembilan,Seremban,all,1143
2020-01-01,Negeri Sembilan,Seremban,all,1143
2021-01-01,Negeri Sembilan,Seremban,all,1143
2022-01-01,Negeri Sembilan,Seremban,all,1143
2015-01-01,Negeri Sembilan,Seremban,hospital_moh,1070
2016-01-01,Negeri Sembilan,Seremban,hospital_moh,1070
2017-01-01,Negeri Sembilan,Seremban,hospital_moh,1075
2018-01-01,Negeri Sembilan,Seremban,hospital_moh,1070
2019-01-01,Negeri Sembilan,Seremban,hospital_moh,1143
2020-01-01,Negeri Sembilan,Seremban,hospital_moh,1143
2021-01-01,Negeri Sembilan,Seremban,hospital_moh,1143
2022-01-01,Negeri Sembilan,Seremban,hospital_moh,1143
2015-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2016-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2017-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2018-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2019-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2020-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2021-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2022-01-01,Negeri Sembilan,Seremban,hospital_non_moh,0
2015-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2016-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2017-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2018-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2019-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2020-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2021-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2022-01-01,Negeri Sembilan,Seremban,special_medical_institution,0
2015-01-01,Negeri Sembilan,Tampin,all,144
2016-01-01,Negeri Sembilan,Tampin,all,144
2017-01-01,Negeri Sembilan,Tampin,all,146
2018-01-01,Negeri Sembilan,Tampin,all,144
2019-01-01,Negeri Sembilan,Tampin,all,141
2020-01-01,Negeri Sembilan,Tampin,all,144
2021-01-01,Negeri Sembilan,Tampin,all,144
2022-01-01,Negeri Sembilan,Tampin,all,144
2015-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2016-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2017-01-01,Negeri Sembilan,Tampin,hospital_moh,110
2018-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2019-01-01,Negeri Sembilan,Tampin,hospital_moh,105
2020-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2021-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2022-01-01,Negeri Sembilan,Tampin,hospital_moh,108
2015-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2016-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2017-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2018-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2019-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2020-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2021-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2022-01-01,Negeri Sembilan,Tampin,hospital_non_moh,36
2015-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2016-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2017-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2018-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2019-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2020-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2021-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2022-01-01,Negeri Sembilan,Tampin,special_medical_institution,0
2015-01-01,Pahang,All Districts,all,2158
2016-01-01,Pahang,All Districts,all,2316
2017-01-01,Pahang,All Districts,all,2391
2018-01-01,Pahang,All Districts,all,2646
2019-01-01,Pahang,All Districts,all,2581
2020-01-01,Pahang,All Districts,all,2646
2021-01-01,Pahang,All Districts,all,2611
2022-01-01,Pahang,All Districts,all,2681
2015-01-01,Pahang,All Districts,hospital_moh,2158
2016-01-01,Pahang,All Districts,hospital_moh,2316
2017-01-01,Pahang,All Districts,hospital_moh,2312
2018-01-01,Pahang,All Districts,hospital_moh,2316
2019-01-01,Pahang,All Districts,hospital_moh,2316
2020-01-01,Pahang,All Districts,hospital_moh,2316
2021-01-01,Pahang,All Districts,hospital_moh,2316
2022-01-01,Pahang,All Districts,hospital_moh,2356
2015-01-01,Pahang,All Districts,hospital_non_moh,0
2016-01-01,Pahang,All Districts,hospital_non_moh,0
2017-01-01,Pahang,All Districts,hospital_non_moh,79
2018-01-01,Pahang,All Districts,hospital_non_moh,330
2019-01-01,Pahang,All Districts,hospital_non_moh,265
2020-01-01,Pahang,All Districts,hospital_non_moh,330
2021-01-01,Pahang,All Districts,hospital_non_moh,295
2022-01-01,Pahang,All Districts,hospital_non_moh,325
2015-01-01,Pahang,All Districts,special_medical_institution,0
2016-01-01,Pahang,All Districts,special_medical_institution,0
2017-01-01,Pahang,All Districts,special_medical_institution,0
2018-01-01,Pahang,All Districts,special_medical_institution,0
2019-01-01,Pahang,All Districts,special_medical_institution,0
2020-01-01,Pahang,All Districts,special_medical_institution,0
2021-01-01,Pahang,All Districts,special_medical_institution,0
2022-01-01,Pahang,All Districts,special_medical_institution,0
2015-01-01,Pahang,Bentong,all,152
2016-01-01,Pahang,Bentong,all,152
2017-01-01,Pahang,Bentong,all,152
2018-01-01,Pahang,Bentong,all,152
2019-01-01,Pahang,Bentong,all,152
2020-01-01,Pahang,Bentong,all,152
2021-01-01,Pahang,Bentong,all,152
2022-01-01,Pahang,Bentong,all,152
2015-01-01,Pahang,Bentong,hospital_moh,152
2016-01-01,Pahang,Bentong,hospital_moh,152
2017-01-01,Pahang,Bentong,hospital_moh,152
2018-01-01,Pahang,Bentong,hospital_moh,152
2019-01-01,Pahang,Bentong,hospital_moh,152
2020-01-01,Pahang,Bentong,hospital_moh,152
2021-01-01,Pahang,Bentong,hospital_moh,152
2022-01-01,Pahang,Bentong,hospital_moh,152
2015-01-01,Pahang,Bentong,hospital_non_moh,0
2016-01-01,Pahang,Bentong,hospital_non_moh,0
2017-01-01,Pahang,Bentong,hospital_non_moh,0
2018-01-01,Pahang,Bentong,hospital_non_moh,0
2019-01-01,Pahang,Bentong,hospital_non_moh,0
2020-01-01,Pahang,Bentong,hospital_non_moh,0
2021-01-01,Pahang,Bentong,hospital_non_moh,0
2022-01-01,Pahang,Bentong,hospital_non_moh,0
2015-01-01,Pahang,Bentong,special_medical_institution,0
2016-01-01,Pahang,Bentong,special_medical_institution,0
2017-01-01,Pahang,Bentong,special_medical_institution,0
2018-01-01,Pahang,Bentong,special_medical_institution,0
2019-01-01,Pahang,Bentong,special_medical_institution,0
2020-01-01,Pahang,Bentong,special_medical_institution,0
2021-01-01,Pahang,Bentong,special_medical_institution,0
2022-01-01,Pahang,Bentong,special_medical_institution,0
2015-01-01,Pahang,Bera,all,0
2016-01-01,Pahang,Bera,all,0
2017-01-01,Pahang,Bera,all,0
2018-01-01,Pahang,Bera,all,0
2019-01-01,Pahang,Bera,all,0
2020-01-01,Pahang,Bera,all,0
2021-01-01,Pahang,Bera,all,0
2022-01-01,Pahang,Bera,all,40
2015-01-01,Pahang,Bera,hospital_moh,0
2016-01-01,Pahang,Bera,hospital_moh,0
2017-01-01,Pahang,Bera,hospital_moh,0
2018-01-01,Pahang,Bera,hospital_moh,0
2019-01-01,Pahang,Bera,hospital_moh,0
2020-01-01,Pahang,Bera,hospital_moh,0
2021-01-01,Pahang,Bera,hospital_moh,0
2022-01-01,Pahang,Bera,hospital_moh,40
2015-01-01,Pahang,Bera,hospital_non_moh,0
2016-01-01,Pahang,Bera,hospital_non_moh,0
2017-01-01,Pahang,Bera,hospital_non_moh,0
2018-01-01,Pahang,Bera,hospital_non_moh,0
2019-01-01,Pahang,Bera,hospital_non_moh,0
2020-01-01,Pahang,Bera,hospital_non_moh,0
2021-01-01,Pahang,Bera,hospital_non_moh,0
2022-01-01,Pahang,Bera,hospital_non_moh,0
2015-01-01,Pahang,Bera,special_medical_institution,0
2016-01-01,Pahang,Bera,special_medical_institution,0
2017-01-01,Pahang,Bera,special_medical_institution,0
2018-01-01,Pahang,Bera,special_medical_institution,0
2019-01-01,Pahang,Bera,special_medical_institution,0
2020-01-01,Pahang,Bera,special_medical_institution,0
2021-01-01,Pahang,Bera,special_medical_institution,0
2022-01-01,Pahang,Bera,special_medical_institution,0
2015-01-01,Pahang,Cameron Highlands,all,40
2016-01-01,Pahang,Cameron Highlands,all,40
2017-01-01,Pahang,Cameron Highlands,all,40
2018-01-01,Pahang,Cameron Highlands,all,40
2019-01-01,Pahang,Cameron Highlands,all,40
2020-01-01,Pahang,Cameron Highlands,all,40
2021-01-01,Pahang,Cameron Highlands,all,40
2022-01-01,Pahang,Cameron Highlands,all,40
2015-01-01,Pahang,Cameron Highlands,hospital_moh,40
2016-01-01,Pahang,Cameron Highlands,hospital_moh,40
2017-01-01,Pahang,Cameron Highlands,hospital_moh,40
2018-01-01,Pahang,Cameron Highlands,hospital_moh,40
2019-01-01,Pahang,Cameron Highlands,hospital_moh,40
2020-01-01,Pahang,Cameron Highlands,hospital_moh,40
2021-01-01,Pahang,Cameron Highlands,hospital_moh,40
2022-01-01,Pahang,Cameron Highlands,hospital_moh,40
2015-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2016-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2017-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2018-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2019-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2020-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2021-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2022-01-01,Pahang,Cameron Highlands,hospital_non_moh,0
2015-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2016-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2017-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2018-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2019-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2020-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2021-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2022-01-01,Pahang,Cameron Highlands,special_medical_institution,0
2015-01-01,Pahang,Jerantut,all,77
2016-01-01,Pahang,Jerantut,all,77
2017-01-01,Pahang,Jerantut,all,77
2018-01-01,Pahang,Jerantut,all,77
2019-01-01,Pahang,Jerantut,all,77
2020-01-01,Pahang,Jerantut,all,77
2021-01-01,Pahang,Jerantut,all,77
2022-01-01,Pahang,Jerantut,all,77
2015-01-01,Pahang,Jerantut,hospital_moh,77
2016-01-01,Pahang,Jerantut,hospital_moh,77
2017-01-01,Pahang,Jerantut,hospital_moh,77
2018-01-01,Pahang,Jerantut,hospital_moh,77
2019-01-01,Pahang,Jerantut,hospital_moh,77
2020-01-01,Pahang,Jerantut,hospital_moh,77
2021-01-01,Pahang,Jerantut,hospital_moh,77
2022-01-01,Pahang,Jerantut,hospital_moh,77
2015-01-01,Pahang,Jerantut,hospital_non_moh,0
2016-01-01,Pahang,Jerantut,hospital_non_moh,0
2017-01-01,Pahang,Jerantut,hospital_non_moh,0
2018-01-01,Pahang,Jerantut,hospital_non_moh,0
2019-01-01,Pahang,Jerantut,hospital_non_moh,0
2020-01-01,Pahang,Jerantut,hospital_non_moh,0
2021-01-01,Pahang,Jerantut,hospital_non_moh,0
2022-01-01,Pahang,Jerantut,hospital_non_moh,0
2015-01-01,Pahang,Jerantut,special_medical_institution,0
2016-01-01,Pahang,Jerantut,special_medical_institution,0
2017-01-01,Pahang,Jerantut,special_medical_institution,0
2018-01-01,Pahang,Jerantut,special_medical_institution,0
2019-01-01,Pahang,Jerantut,special_medical_institution,0
2020-01-01,Pahang,Jerantut,special_medical_institution,0
2021-01-01,Pahang,Jerantut,special_medical_institution,0
2022-01-01,Pahang,Jerantut,special_medical_institution,0
2015-01-01,Pahang,Kuantan,all,793
2016-01-01,Pahang,Kuantan,all,851
2017-01-01,Pahang,Kuantan,all,930
2018-01-01,Pahang,Kuantan,all,1181
2019-01-01,Pahang,Kuantan,all,1116
2020-01-01,Pahang,Kuantan,all,1181
2021-01-01,Pahang,Kuantan,all,1146
2022-01-01,Pahang,Kuantan,all,1176
2015-01-01,Pahang,Kuantan,hospital_moh,793
2016-01-01,Pahang,Kuantan,hospital_moh,851
2017-01-01,Pahang,Kuantan,hospital_moh,851
2018-01-01,Pahang,Kuantan,hospital_moh,851
2019-01-01,Pahang,Kuantan,hospital_moh,851
2020-01-01,Pahang,Kuantan,hospital_moh,851
2021-01-01,Pahang,Kuantan,hospital_moh,851
2022-01-01,Pahang,Kuantan,hospital_moh,851
2015-01-01,Pahang,Kuantan,hospital_non_moh,0
2016-01-01,Pahang,Kuantan,hospital_non_moh,0
2017-01-01,Pahang,Kuantan,hospital_non_moh,79
2018-01-01,Pahang,Kuantan,hospital_non_moh,330
2019-01-01,Pahang,Kuantan,hospital_non_moh,265
2020-01-01,Pahang,Kuantan,hospital_non_moh,330
2021-01-01,Pahang,Kuantan,hospital_non_moh,295
2022-01-01,Pahang,Kuantan,hospital_non_moh,325
2015-01-01,Pahang,Kuantan,special_medical_institution,0
2016-01-01,Pahang,Kuantan,special_medical_institution,0
2017-01-01,Pahang,Kuantan,special_medical_institution,0
2018-01-01,Pahang,Kuantan,special_medical_institution,0
2019-01-01,Pahang,Kuantan,special_medical_institution,0
2020-01-01,Pahang,Kuantan,special_medical_institution,0
2021-01-01,Pahang,Kuantan,special_medical_institution,0
2022-01-01,Pahang,Kuantan,special_medical_institution,0
2015-01-01,Pahang,Lipis,all,168
2016-01-01,Pahang,Lipis,all,168
2017-01-01,Pahang,Lipis,all,168
2018-01-01,Pahang,Lipis,all,168
2019-01-01,Pahang,Lipis,all,168
2020-01-01,Pahang,Lipis,all,168
2021-01-01,Pahang,Lipis,all,168
2022-01-01,Pahang,Lipis,all,168
2015-01-01,Pahang,Lipis,hospital_moh,168
2016-01-01,Pahang,Lipis,hospital_moh,168
2017-01-01,Pahang,Lipis,hospital_moh,168
2018-01-01,Pahang,Lipis,hospital_moh,168
2019-01-01,Pahang,Lipis,hospital_moh,168
2020-01-01,Pahang,Lipis,hospital_moh,168
2021-01-01,Pahang,Lipis,hospital_moh,168
2022-01-01,Pahang,Lipis,hospital_moh,168
2015-01-01,Pahang,Lipis,hospital_non_moh,0
2016-01-01,Pahang,Lipis,hospital_non_moh,0
2017-01-01,Pahang,Lipis,hospital_non_moh,0
2018-01-01,Pahang,Lipis,hospital_non_moh,0
2019-01-01,Pahang,Lipis,hospital_non_moh,0
2020-01-01,Pahang,Lipis,hospital_non_moh,0
2021-01-01,Pahang,Lipis,hospital_non_moh,0
2022-01-01,Pahang,Lipis,hospital_non_moh,0
2015-01-01,Pahang,Lipis,special_medical_institution,0
2016-01-01,Pahang,Lipis,special_medical_institution,0
2017-01-01,Pahang,Lipis,special_medical_institution,0
2018-01-01,Pahang,Lipis,special_medical_institution,0
2019-01-01,Pahang,Lipis,special_medical_institution,0
2020-01-01,Pahang,Lipis,special_medical_institution,0
2021-01-01,Pahang,Lipis,special_medical_institution,0
2022-01-01,Pahang,Lipis,special_medical_institution,0
2015-01-01,Pahang,Maran,all,70
2016-01-01,Pahang,Maran,all,70
2017-01-01,Pahang,Maran,all,70
2018-01-01,Pahang,Maran,all,70
2019-01-01,Pahang,Maran,all,70
2020-01-01,Pahang,Maran,all,70
2021-01-01,Pahang,Maran,all,70
2022-01-01,Pahang,Maran,all,70
2015-01-01,Pahang,Maran,hospital_moh,70
2016-01-01,Pahang,Maran,hospital_moh,70
2017-01-01,Pahang,Maran,hospital_moh,70
2018-01-01,Pahang,Maran,hospital_moh,70
2019-01-01,Pahang,Maran,hospital_moh,70
2020-01-01,Pahang,Maran,hospital_moh,70
2021-01-01,Pahang,Maran,hospital_moh,70
2022-01-01,Pahang,Maran,hospital_moh,70
2015-01-01,Pahang,Maran,hospital_non_moh,0
2016-01-01,Pahang,Maran,hospital_non_moh,0
2017-01-01,Pahang,Maran,hospital_non_moh,0
2018-01-01,Pahang,Maran,hospital_non_moh,0
2019-01-01,Pahang,Maran,hospital_non_moh,0
2020-01-01,Pahang,Maran,hospital_non_moh,0
2021-01-01,Pahang,Maran,hospital_non_moh,0
2022-01-01,Pahang,Maran,hospital_non_moh,0
2015-01-01,Pahang,Maran,special_medical_institution,0
2016-01-01,Pahang,Maran,special_medical_institution,0
2017-01-01,Pahang,Maran,special_medical_institution,0
2018-01-01,Pahang,Maran,special_medical_institution,0
2019-01-01,Pahang,Maran,special_medical_institution,0
2020-01-01,Pahang,Maran,special_medical_institution,0
2021-01-01,Pahang,Maran,special_medical_institution,0
2022-01-01,Pahang,Maran,special_medical_institution,0
2015-01-01,Pahang,Pekan,all,110
2016-01-01,Pahang,Pekan,all,110
2017-01-01,Pahang,Pekan,all,106
2018-01-01,Pahang,Pekan,all,110
2019-01-01,Pahang,Pekan,all,110
2020-01-01,Pahang,Pekan,all,110
2021-01-01,Pahang,Pekan,all,110
2022-01-01,Pahang,Pekan,all,110
2015-01-01,Pahang,Pekan,hospital_moh,110
2016-01-01,Pahang,Pekan,hospital_moh,110
2017-01-01,Pahang,Pekan,hospital_moh,106
2018-01-01,Pahang,Pekan,hospital_moh,110
2019-01-01,Pahang,Pekan,hospital_moh,110
2020-01-01,Pahang,Pekan,hospital_moh,110
2021-01-01,Pahang,Pekan,hospital_moh,110
2022-01-01,Pahang,Pekan,hospital_moh,110
2015-01-01,Pahang,Pekan,hospital_non_moh,0
2016-01-01,Pahang,Pekan,hospital_non_moh,0
2017-01-01,Pahang,Pekan,hospital_non_moh,0
2018-01-01,Pahang,Pekan,hospital_non_moh,0
2019-01-01,Pahang,Pekan,hospital_non_moh,0
2020-01-01,Pahang,Pekan,hospital_non_moh,0
2021-01-01,Pahang,Pekan,hospital_non_moh,0
2022-01-01,Pahang,Pekan,hospital_non_moh,0
2015-01-01,Pahang,Pekan,special_medical_institution,0
2016-01-01,Pahang,Pekan,special_medical_institution,0
2017-01-01,Pahang,Pekan,special_medical_institution,0
2018-01-01,Pahang,Pekan,special_medical_institution,0
2019-01-01,Pahang,Pekan,special_medical_institution,0
2020-01-01,Pahang,Pekan,special_medical_institution,0
2021-01-01,Pahang,Pekan,special_medical_institution,0
2022-01-01,Pahang,Pekan,special_medical_institution,0
2015-01-01,Pahang,Raub,all,89
2016-01-01,Pahang,Raub,all,89
2017-01-01,Pahang,Raub,all,89
2018-01-01,Pahang,Raub,all,89
2019-01-01,Pahang,Raub,all,89
2020-01-01,Pahang,Raub,all,89
2021-01-01,Pahang,Raub,all,89
2022-01-01,Pahang,Raub,all,89
2015-01-01,Pahang,Raub,hospital_moh,89
2016-01-01,Pahang,Raub,hospital_moh,89
2017-01-01,Pahang,Raub,hospital_moh,89
2018-01-01,Pahang,Raub,hospital_moh,89
2019-01-01,Pahang,Raub,hospital_moh,89
2020-01-01,Pahang,Raub,hospital_moh,89
2021-01-01,Pahang,Raub,hospital_moh,89
2022-01-01,Pahang,Raub,hospital_moh,89
2015-01-01,Pahang,Raub,hospital_non_moh,0
2016-01-01,Pahang,Raub,hospital_non_moh,0
2017-01-01,Pahang,Raub,hospital_non_moh,0
2018-01-01,Pahang,Raub,hospital_non_moh,0
2019-01-01,Pahang,Raub,hospital_non_moh,0
2020-01-01,Pahang,Raub,hospital_non_moh,0
2021-01-01,Pahang,Raub,hospital_non_moh,0
2022-01-01,Pahang,Raub,hospital_non_moh,0
2015-01-01,Pahang,Raub,special_medical_institution,0
2016-01-01,Pahang,Raub,special_medical_institution,0
2017-01-01,Pahang,Raub,special_medical_institution,0
2018-01-01,Pahang,Raub,special_medical_institution,0
2019-01-01,Pahang,Raub,special_medical_institution,0
2020-01-01,Pahang,Raub,special_medical_institution,0
2021-01-01,Pahang,Raub,special_medical_institution,0
2022-01-01,Pahang,Raub,special_medical_institution,0
2015-01-01,Pahang,Rompin,all,109
2016-01-01,Pahang,Rompin,all,109
2017-01-01,Pahang,Rompin,all,109
2018-01-01,Pahang,Rompin,all,109
2019-01-01,Pahang,Rompin,all,109
2020-01-01,Pahang,Rompin,all,109
2021-01-01,Pahang,Rompin,all,109
2022-01-01,Pahang,Rompin,all,109
2015-01-01,Pahang,Rompin,hospital_moh,109
2016-01-01,Pahang,Rompin,hospital_moh,109
2017-01-01,Pahang,Rompin,hospital_moh,109
2018-01-01,Pahang,Rompin,hospital_moh,109
2019-01-01,Pahang,Rompin,hospital_moh,109
2020-01-01,Pahang,Rompin,hospital_moh,109
2021-01-01,Pahang,Rompin,hospital_moh,109
2022-01-01,Pahang,Rompin,hospital_moh,109
